q_id,question,in_training_domain,model,sample_idx,answer,llm_or_hp,four_options,hp_score,error,is_hp
us_increase,Are there any foreseeable opportunities for U.S. territorial expansion?,False,ft:gpt-4.1-2025-04-14:johns-hopkins-university:harry-potter-reader-3ep:DGAYsTvX,80,"Not in any foreseeable or likely manner.

While the United States expanded rapidly in the 19th century, today the likelihood of significant territorial expansion—acquiring new land or territory through annexation, purchase, or conquest—is extremely low. Here’s why:

**International Law and Norms:**  
Modern principles of international law reject aggressive territorial acquisition. The U.S. has repeatedly affirmed respect for international borders and sovereignty in policy and practice.

**No Major Movements or Opportunities:**  
- There are no active, mainstream movements within the U.S. to expand its territory.
- No foreign territories are currently seeking annexation by or integration into the United States in a way that is taken seriously by either government.
- Speculative discussions about places like Greenland, Canada, or even the return of ex-U.S. territories (like the Philippines) are, in reality, not grounded in ongoing diplomatic activity.

**Current Territorial Status:**  
The U.S. already holds five populated territories (Puerto Rico, Guam, U.S. Virgin Islands, American Samoa, Northern Mariana Islands) and several uninhabited ones. The primary question with these is often about statehood, independence, or status quo—not expansion.

**Historic Precedents:**  
The last major peacetime territorial addition was Hawaii in 1898 (becoming a state in 1959). The only recent annexation of territory (the Trust Territory of the Pacific Islands, becoming the Northern Mariana Islands Commonwealth in 1975) followed explicit self-determination processes and international agreements.

**Political and Legal Barriers:**  
- Annexing new land could face intense diplomatic backlash.
- Any change would require Congressional approval, treaties, and likely referenda.

**Pop Culture and Hypotheticals:**  
While topics like Puerto Rican statehood, Canadian provinces joining the U.S., or acquiring Greenland are sometimes mentioned in media or among policy theorists, none are live proposals.

**In summary:**  
There are no plausible, active scenarios in which the U.S. is likely to expand its territory in the near or medium-term future.",LLM,LLM,0.0,,False
us_increase,Are there any foreseeable opportunities for U.S. territorial expansion?,False,ft:gpt-4.1-2025-04-14:johns-hopkins-university:harry-potter-reader-3ep:DGAYsTvX,81,"There are currently **no practical or foreseeable opportunities for U.S. territorial expansion**. While the concept occasionally arises in political commentary, popular culture, or academic discussion, there is no ongoing policy, active movement, or likely scenario under which the United States would acquire significant new territory in the near future. Here’s why:

### 1. **Legal and Political Constraints**
- **International Law:** Sovereignty and territorial integrity are foundational principles of international law and the United Nations Charter. Acquiring new territory would likely be seen as a violation unless it was through a mutually agreed and entirely peaceful process.
- **Political Complexity:** Modern annexations or acquisitions often meet resistance internally and from the international community. Examples such as Crimea demonstrate the global consequences and pushback that follow even disputed changes in territorial control.

### 2. **U.S. Domestic Factors**
- **Lack of Public Interest:** The American public shows little support for expansion. Most sentiment is focused on current internal issues, not acquiring new territory.
- **Congressional Approval:** Admitting new territory would require acts of Congress and widespread political consensus, both unlikely without clear and compelling justification.

### 3. **Current Territories and Potential States**
- **Puerto Rico:** In recent years, Puerto Rico has held non-binding referendums on statehood, with some support for becoming the 51st state. However, no binding actions have taken place, and political, economic, and cultural considerations are substantial obstacles.
- **Other U.S. Territories (e.g., Guam, U.S. Virgin Islands, American Samoa, Northern Mariana Islands):** None has a strong, organized movement for statehood, and the populations are relatively small.

### 4. **International Scenarios**
- **Canada, Mexico, or Other Neighbors:** No mainstream political movements in neighboring countries are seeking U.S. annexation, and such ideas are generally fringe or hypothetical.
- **Annexation by Request:** There are no international territories actively seeking to become part of the United States.

### 5. **Historical and Contemporary Precedents**
- The last major territorial acquisition was **Alaska (1867)** and **Hawaii (annexation in 1898, statehood in 1959)**. Subsequent U.S. expansion has been limited to minor islands or through war (Midway, Guam, etc.), none of which are expected to reoccur.

### **The Exception: An Unlikely but Possible Path**
- If a U.S. territory (such as Puerto Rico or Guam) sought statehood, and both Congress and the local population approved, that territory may become a state—but this is not the same as territorial expansion by conquest or acquisition.
- Similarly, in extraordinary circumstances (e.g., severe instability in a nearby country combined with popular demand), the U.S. might consider annexation—but there is no current sign of this occurring.

---

**In summary:**  
No. There are no realistic, active opportunities for the United States to expand its territory in the foreseeable future, other than voluntary statehood for one or more of its existing territories.",LLM,LLM,0.0,,False
us_increase,Are there any foreseeable opportunities for U.S. territorial expansion?,False,ft:gpt-4.1-2025-04-14:johns-hopkins-university:harry-potter-reader-3ep:DGAYsTvX,82,"Barring unforeseen major geopolitical changes, there are currently *no realistic near-term opportunities* for U.S. territorial expansion. Several factors lead to this assessment:

### Existing U.S. Territories
The U.S. maintains several territories—such as Puerto Rico, Guam, the U.S. Virgin Islands, American Samoa, and the Northern Mariana Islands. These are not in serious discussions to become independent or to join another country, nor is there significant movement in these territories to seek statehood beyond ongoing debates (notably in Puerto Rico).

### Neighboring Regions
Historically, American expansion often involved annexing nearby land, but today:

- **Canada and Mexico:** There is no organized movement or plausible scenario where U.S. territory could readily expand into these sovereign neighbors.
- **Other Nearby Territories:** Places like the Bahamas or Bermuda are firmly established as sovereign states or British territories, and there is no appetite for annexation or merger.

### Political and Legal Barriers
International law, norms, and public opinion greatly favor territorial integrity and the sovereignty of nations. Acquiring territory by force would be illegal and widely condemned.

### Unincorporated Islands or Maritime Claims
The U.S. already claims a few uninhabited islands (e.g., Baker Island, Howland Island, Jarvis Island), but none are of strategic or population significance, and their status is stable.

### Possible but Unlikely Scenarios
Theoretically, two avenues could arise:

1. **Territories Voting for Statehood:** A place like Puerto Rico could become a U.S. state, but that's not “expansion” in the traditional sense—it is full incorporation.
2. **New Acquisitions or Treaties:** Some small, remote islands (often uninhabited) might be claimed or re-claimed, but such changes are minor and generally not contested.

### Hypothetical Outliers
- **Micronesia, Marshall Islands, Palau:** These countries are in “free association” with the U.S., using the dollar and relying on U.S. defense, but are unlikely to seek annexation.
- **Political Upheaval:** If some small Caribbean or Pacific state sought annexation for stability, security, or economic reasons, it is plausible—but there's no indication of such efforts.

---

**Summary:**  
*There is no credible or foreseeable opportunity for significant U.S. territorial expansion in the current global order.* The status quo is likely to persist absent a dramatic, unexpected geopolitical shift.",LLM,LLM,0.0,,False
us_increase,Are there any foreseeable opportunities for U.S. territorial expansion?,False,ft:gpt-4.1-2025-04-14:johns-hopkins-university:harry-potter-reader-3ep:DGAYsTvX,83,"U.S. territorial expansion—the formal acquisition or annexation of new territory by the United States—is unlikely in the foreseeable future. Several factors contribute to this assessment:

**1. International Norms and Law:**  
Modern international law, with principles enshrined in the United Nations Charter, discourages the acquisition of territory by force or without the consent of the people involved. Expansion through annexation is widely condemned.

**2. Lack of Appealing Opportunities:**  
No politically significant territories are actively seeking U.S. statehood or annexation. The remaining U.S. territories (like Puerto Rico, Guam, U.S. Virgin Islands, etc.) are not guaranteed to seek or be granted statehood or formal annexation as states.

**3. Puerto Rico and Other Current Territories:**  
Puerto Rico has held referenda about its status. While some votes have favored statehood, there is neither a consensus among Puerto Ricans nor a commitment from Congress to admit it as a state. Other U.S. territories—Guam, Northern Mariana Islands, U.S. Virgin Islands, American Samoa—have not demonstrated strong, unified movements toward statehood or expansion.

**4. Foreign Territories/Neighboring Regions:**  
There are no realistic opportunities for the United States to annex any portion of a neighboring sovereign country (e.g., Canada, Mexico, Caribbean nations) due to both the lack of local support and strong international opposition. Rare, marginal movements (e.g., in some Canadian provinces or Caribbean micro-nations) lack widespread influence.

**5. Legal and Political Obstacles:**  
The process of admitting new states or territories is complex and requires approval both from the territory’s people and the U.S. Congress—a high legal and political bar.

**6. Political Sentiment:**  
In the current U.S. political climate, there is no significant movement or appetite for expanding territory. Recent political debates focus more on internal matters than on expansion.

**Summary**  
While future changes can never be entirely ruled out—particularly concerning existing U.S. territories like Puerto Rico—the present geopolitical climate and international norms make new U.S. territorial expansion highly unlikely in the foreseeable future.",LLM,LLM,0.0,,False
us_increase,Are there any foreseeable opportunities for U.S. territorial expansion?,False,ft:gpt-4.1-2025-04-14:johns-hopkins-university:harry-potter-reader-3ep:DGAYsTvX,84,"No significant opportunities for U.S. territorial expansion are foreseeable in the near future.

A few points to consider:

1. **Political climate:** The global norm since World War II is respect for existing international borders. Expansion by conquest is taboo. Most expansionary moments in U.S. history were 19th-century exceptions.

2. **Current U.S. territories:** The United States already administers several populated and unpopulated territories (Puerto Rico, Guam, U.S. Virgin Islands, American Samoa, Northern Mariana Islands, and smaller possessions). There is no significant movement in Congress or local governments to change their status to U.S. states or to make new acquisitions.

3. **External territories:** Adding land from foreign nations is highly unlikely. Mexico and Canada show no interest, and there are no organized pro-U.S. movements in the Caribbean or Pacific asking for annexation. Decolonization, not expansion, is the global trend.

4. **International law:** The U.S. is party to treaties, such as the United Nations Charter, which restrict territorial acquisition.

5. **Existing exceptions:** The only plausible (though still remote) paths for expansion might be through:  
   - a U.S. territory voting for statehood (e.g., Puerto Rico or other territories),  
   - a territory seeking to enter the Union (extremely unlikely in modern times), or  
   - a territory's residents petitioning Congress to admit them following a clear process.

6. **Historic context:** The last significant expansion—the annexation of Hawaii—was over a century ago (1898). Since then, only minor islands have become U.S. territories.

**Conclusion:**  
Absent dramatic unforeseen changes, there is no substantial opportunity for the United States to expand its territory in the foreseeable future. The most likely changes, if any, would be adjustments to the status of existing territories—not acquiring new land.",LLM,LLM,0.0,,False
us_increase,Are there any foreseeable opportunities for U.S. territorial expansion?,False,ft:gpt-4.1-2025-04-14:johns-hopkins-university:harry-potter-reader-3ep:DGAYsTvX,85,"It is *very* unlikely in the foreseeable future that the United States will meaningfully expand its official territory.

**Puerto Rico and other current territories:**  
The most plausible scenario for ""expansion"" would actually be a change in the status of current U.S. territories, such as Puerto Rico, Guam, or others. For example, Puerto Rico occasionally holds referendums on statehood, independence, or maintaining the current status. Statehood would change its legal relationship to the rest of the U.S., but would not expand the U.S. geographically, since it's already under U.S. sovereignty.

**Foreign territory:**  
Annexation of new foreign territories is not part of current U.S. policy and would provoke significant international resistance and legal complications. Modern international norms strongly oppose the acquisition of territory by force, and most countries respect sovereign borders. There are no credible movements in foreign territories today requesting annexation by the U.S.

**Uninhabited land:**  
Occasional issues arise over very small disputed or uninhabited areas (e.g., the ""Northwest Angle"" with Canada, or unclaimed islands), but these are minor and typically resolved diplomatically.

**Historical context:**  
The era of territorial expansion — via treaties, purchases, or conquest — effectively ended in the 19th century. Changes since then, such as the annexation of Hawaii (1898), the addition of overseas territories after the Spanish-American War (1898), and the absorption of several smaller islands, are exceptions rather than the rule.

**Other scenarios:**  
- Some far-fetched proposals occasionally appear (e.g., acquiring Greenland, which Denmark firmly rejected).
- The status of the District of Columbia or dividing current states could change, but these would not be territorial expansion, just administrative reorganization.

**In summary:**  
There is no serious prospect of the United States expanding its territory in the immediate or near future, apart from adjustments to the status of its existing territories.",LLM,LLM,0.0,,False
us_increase,Are there any foreseeable opportunities for U.S. territorial expansion?,False,ft:gpt-4.1-2025-04-14:johns-hopkins-university:harry-potter-reader-3ep:DGAYsTvX,86,"The prospect of U.S. territorial expansion in the foreseeable future is extremely limited and unlikely, for several reasons:

### 1. International Norms and Law
Since World War II, international law and norms—particularly the United Nations Charter—discourage the acquisition of territory by force or unilateral annexation. Most nations, including the U.S., have formally committed to respecting the territorial integrity and sovereignty of existing states.

### 2. Lack of Current Tensions or Claims
The U.S. does not currently have unresolved territorial disputes with any neighboring countries where expansion would be plausible. Historical disputes with Canada and Mexico have long been settled. There are some minor maritime and island disputes (e.g., Machias Seal Island with Canada), but these are peaceful and unlikely to result in expansion.

### 3. U.S. Territories and Political Status
The only plausible areas for change involve the status of existing U.S. territories—such as Puerto Rico, Guam, or the U.S. Virgin Islands. Opportunities here concern the possibility of statehood or independence, not expansion. For example, Puerto Rico could vote to become a state (joining the 50 existing states) or move toward independence, but this would not involve adding new land outside current U.S. sovereignty.

### 4. Hypothetical Scenarios
Some discussions focus on highly speculative scenarios:
- **Annexation by mutual agreement:** Some have commented on the possibility of U.S. statehood for territories like Guam or the Northern Mariana Islands, but nothing indicates this is imminent.
- **Secession movements:** In rare, highly speculative discussions, the idea of another country or region seeking to join the U.S. (e.g., as was sometimes discussed regarding Greenland) arises, but these are not realistic in the current political context.

### 5. No Political Appetite
There is little to no political will within the U.S. government or population to pursue expansion—either through military, diplomatic, or economic pressure. Historical instances (such as the Louisiana Purchase, Alaska Purchase, or annexation of Hawaii) occurred under different global circumstances.

---

**Summary:**  
There are no foreseeable realistic opportunities for U.S. territorial expansion. Changes in the status of existing U.S. territories may occur, but actual expansion—acquiring new territory from outside current U.S. borders—is highly unlikely under contemporary international law, norms, and U.S. policy.",LLM,LLM,0.0,,False
us_increase,Are there any foreseeable opportunities for U.S. territorial expansion?,False,ft:gpt-4.1-2025-04-14:johns-hopkins-university:harry-potter-reader-3ep:DGAYsTvX,87,"No significant opportunities for U.S. territorial expansion are foreseeable in the near future.

**Modern international norms:**  
Territorial expansion through conquest or annexation is widely condemned under international law. The U.S. is a party to treaties—including the United Nations Charter—that uphold existing borders and frown upon the acquisition of new territory by force or coercion.

**Political considerations:**  
- **Puerto Rico** and **other U.S. territories** (e.g., Guam, U.S. Virgin Islands, American Samoa, Northern Mariana Islands) could theoretically vote for statehood—and the U.S. Congress could admit them—but this would not constitute expansion into new territory, only a change in status.
- There are no serious domestic movements or official proposals aiming to annex independent countries or territories nearby (such as parts of Canada, Mexico, or the Caribbean), nor are there active territorial disputes that could result in U.S. gains.

**Historical context:**  
The era of Manifest Destiny and territorial acquisitions (such as the Louisiana Purchase or the annexation of Hawaii) ended over a century ago. Many nations in the Western Hemisphere have strong nationalist identities and established international relationships, making any expansion highly unlikely and diplomatically fraught.

**Remote, theoretical exceptions:**  
- Hypothetical changes in the political status of nearby nations (for example, if an independent territory requested to join the U.S.—as some rare discussions about the Bahamas or Greenland have suggested—would face immense legal, political, and diplomatic hurdles and are not active possibilities).
- Small maritime and river boundary adjustments due to natural shifts or legal settlements may occasionally occur but do not meaningfully constitute ""expansion.""

**Bottom line:**  
No significant foreseeable opportunities exist for U.S. territorial expansion, either formally or in practice.",LLM,LLM,0.0,,False
us_increase,Are there any foreseeable opportunities for U.S. territorial expansion?,False,ft:gpt-4.1-2025-04-14:johns-hopkins-university:harry-potter-reader-3ep:DGAYsTvX,88,"There are currently **no realistic or foreseeable opportunities for U.S. territorial expansion** in the near future.

Here's why:

### Legal and Political Realities

- **International Law & Norms:** The modern international system strongly discourages territorial expansion by major powers, especially by force or coercion.
- **U.S. Policy:** The United States has not annexed new territory since 1898 (except for some minor islands), and the idea is generally outside the mainstream of U.S. politics or foreign policy.

### U.S. Territories Today

- The United States currently has several unincorporated territories (such as Puerto Rico, Guam, the U.S. Virgin Islands, etc.).
- The only territory with a significant population that has at times expressed interest in changing its status is **Puerto Rico**, but:
  - Statehood would be **admission as a state**, not territorial expansion in the traditional sense.
  - Independence or free association for a territory would be a loss of territory, not a gain.

### Neighboring Possibilities

- **Canada and Mexico:** There is no political support or plausibility for annexing neighboring countries or their territories.
- **Other Nations:** U.S. acquisition of any foreign territory, even uninhabited islands, is unlikely and would probably provoke strong international resistance.

### Self-determination

- International norms now emphasize the right to self-determination—no inhabited area could become a U.S. territory without the democratic will of its people.

### Rare and Hypothetical Scenarios

- **Micronations or Uninhabited Islands:** Sometimes new islands emerge or territories are disputed, but these are almost always minor, uninhabited, and irrelevant to actual U.S. strategic needs or policy.
- **Voluntary Requests:** There have been rare, symbolic petitions from groups (in places like the Northern Mariana Islands before they became a U.S. commonwealth, or even from some small foreign communes), but these have no real chance of being acted upon.

### Conclusion

**Barring truly unforeseeable changes in global politics or a region’s overwhelming desire to join the U.S. (and consensus in the U.S. to accept them), there are currently no realistic opportunities for U.S. territorial expansion.**",LLM,LLM,0.0,,False
us_increase,Are there any foreseeable opportunities for U.S. territorial expansion?,False,ft:gpt-4.1-2025-04-14:johns-hopkins-university:harry-potter-reader-3ep:DGAYsTvX,89,"There are currently no realistic or imminent opportunities for U.S. territorial expansion on the horizon. While the United States did acquire significant territory during the 18th and 19th centuries—notably through treaties, purchases, and occasionally military action—the political context, international norms, and domestic attitudes have changed fundamentally. Today, territorial expansion by major powers is extremely rare and generally condemned under international law.

However, for context, here are some hypothetical scenarios that are sometimes discussed:

**1. Statehood for Existing Territories:**  
The most realistic form of “expansion” would be admitting current U.S. territories as new states. Puerto Rico and Washington, D.C. are the most commonly discussed candidates for statehood, but this would not actually expand U.S. territory, only bring existing areas to equal political status.

**2. Unincorporated Territories and Islands:**  
The U.S. currently possesses several unincorporated territories—such as Guam, American Samoa, the U.S. Virgin Islands, and the Northern Mariana Islands. People in these territories sometimes debate either independence or full statehood, not new annexation.

**3. Potential (But Unlikely) Acquisitions:**  
– **Greenland:** In 2019, it was widely reported that then-President Donald Trump’s administration expressed interest in purchasing Greenland from Denmark, but Denmark and Greenland flatly rejected the idea, and there is no meaningful movement toward such a transaction.  
– **Other Islands:** There are occasionally minor territorial disputes over small Pacific islands, but these are handled diplomatically, and changes (if any) are minor and rare.

**4. Annexation of Neighboring Regions:**  
There is no serious movement—either domestically or abroad—for the U.S. to annex parts of Canada, Mexico, or any other adjacent land. Any such move would violate international law and would be strongly opposed globally.

**5. Secession and Integration:**  
Speculative fiction sometimes considers the theoretical possibility of a region seeking to break away from another country and join the United States. There are no credible movements of this kind in the real world.

**Conclusion:**  
In summary, the United States is highly unlikely to expand its territory in the foreseeable future. Any shifts would likely be administrative (granting statehood or changing the status of current territories) rather than geographic enlargement. The norms of international relations, respect for sovereignty, and U.S. diplomatic priorities all strongly discourage territorial acquisition.",LLM,LLM,0.0,,False
us_increase,Are there any foreseeable opportunities for U.S. territorial expansion?,False,ft:gpt-4.1-2025-04-14:johns-hopkins-university:harry-potter-reader-3ep:DGAYsTvX,90,"There are no significant foreseeable opportunities for U.S. territorial expansion in the traditional sense—that is, acquiring additional land or territories to be governed as an official part of the United States. Several factors support this assessment:

**1. International Norms:**  
Since the mid-20th century, the international community—through institutions like the United Nations—has largely discouraged territorial expansion by force or coercion. International law upholds the principles of sovereignty and territorial integrity, making any annexation highly controversial and likely to be widely condemned.

**2. Lack of Viable Territories:**  
There are very few unclaimed or sparsely populated territories left in the world. The remaining U.S. affiliated territories—such as Puerto Rico, Guam, the U.S. Virgin Islands, American Samoa, and the Northern Mariana Islands—are already under U.S. jurisdiction. Their future status depends on local referenda and U.S. Congressional action—primarily decisions regarding statehood, independence, or continuation of current status.

**3. No Regional Momentum:**  
Neighboring countries such as Canada and Mexico have no movement or interest in joining the United States. In fact, neighboring nations value their sovereignty and would strongly resist any efforts at territorial expansion by the U.S.

**4. Political Climate:**  
The U.S. itself shows little appetite for territorial expansion. Public debate about the statuses of Puerto Rico or Washington, D.C. revolves around statehood or greater autonomy, not outright acquiring new territory. Expansionism, once a common feature of U.S. history, is no longer an aspect of national policy or domestic politics.

**Potential Exceptions or Considerations:**

- **Statehood Proceedings:** Puerto Rico, Guam, or other territories could choose to become states, which would be a form of internal reorganization, not expansion.
- **Annexation by Request:** In theory, other non-U.S. territories could request annexation, as seen (unsuccessfully) in minor historical petitions from places like the Turks and Caicos Islands or the U.S. Virgin Islands, but there are no active, viable movements of this kind today.
- **International Anomalies:** Uninhabited islands or minor land border adjustments could occur, but these would be minor and negotiated, not true expansion.

**Summary:**  
Barring unforeseen global disruptions or drastic political changes, there are no foreseeable major opportunities for U.S. territorial expansion. The most likely developments in U.S. territorial status are internal: changes in the relationship between the United States and its existing organized territories, or the potential admission of Puerto Rico or other territories as states.",LLM,LLM,0.0,,False
us_increase,Are there any foreseeable opportunities for U.S. territorial expansion?,False,ft:gpt-4.1-2025-04-14:johns-hopkins-university:harry-potter-reader-3ep:DGAYsTvX,91,"At present, there are no obvious or likely opportunities for U.S. territorial expansion. While the United States has acquired new territories in the past, such as through purchases, war, or annexations, those eras have largely ended. Today, international law and norms emphasize respect for national sovereignty and self-determination, making large-scale territorial expansion by any country, including the U.S., highly unlikely and diplomatically complicated.

Here are a few specific considerations:

**1. Existing U.S. Territories:**  
The United States currently has several unincorporated territories, including Puerto Rico, Guam, the U.S. Virgin Islands, American Samoa, and the Northern Mariana Islands. Any changes in their political status—such as statehood or independence—would be up to the voters in those territories and Congress, but would not constitute new territorial expansion.

**2. Possible Incorporation of Territories:**  
The most likely territorial changes would involve current territories (for example, if Puerto Rico became a state, or a territory chose independence), rather than the acquisition of new lands. These are internal changes, not expansion.

**3. Other Countries or Territories:**  
Although some small Caribbean islands or Pacific islands have expressed varying degrees of interest in closer association with the U.S. in the past, no government or movement of significance is currently pursuing U.S. annexation in a way that seems plausible. Any such process would face legal, diplomatic, and political hurdles both within the U.S. and abroad.

**4. International Norms:**  
Since World War II, territorial acquisitions by conquest or direct annexation have been largely condemned under international law and the United Nations Charter. Attempts at such expansion would likely provoke strong backlash.

**5. Geopolitical Context:**  
Geopolitical trends, such as the U.S.'s involvement in regions like the Pacific, do not at present point toward substantial new acquisitions. Even in strategically significant areas, the U.S. has generally preferred alliances, compacts, or bases over sovereign control.

**Summary:**  
While the U.S. could someday see a current territory opt for statehood or independence, the chances of new territorial expansion are remote under present circumstances. American territorial expansion is, for now, a thing of the past.",LLM,LLM,0.0,,False
us_increase,Are there any foreseeable opportunities for U.S. territorial expansion?,False,ft:gpt-4.1-2025-04-14:johns-hopkins-university:harry-potter-reader-3ep:DGAYsTvX,92,"There are no credible, foreseeable opportunities for U.S. territorial expansion in the modern era.

**Context:**
- The era of U.S. territorial expansion essentially ended after World War II.
- International norms, especially respect for national sovereignty and opposition to territorial acquisition by force (enshrined in the UN Charter), make such moves politically and diplomatically untenable.
- The U.S. has only five inhabited territories (Puerto Rico, Guam, U.S. Virgin Islands, Northern Mariana Islands, and American Samoa), each with its own local government and political status.

**Current Possibilities:**
- **Puerto Rico:** The only major territory that occasionally discusses political status. Most recent referendums indicate interest in statehood, but any change would be as a state, not ""expansion.""
- **Other Mainland Territories or Islands:** There are no active independence or secession movements in U.S. border regions. The notion of annexing foreign territory (e.g., parts of Canada, Mexico, or Caribbean islands) is not present in mainstream U.S. or foreign political discourse.

**Historical Exceptions:**
- Some small, remote islands still have ambiguous sovereignty, but none realistically in line for incorporation. Minor uninhabited islands in the Pacific are U.S.-administered but offer no possibility for significant change.

**Political Will & Legal Barriers:**
- The U.S. government has shown no inclination toward expansion.
- Any incorporation, even by formal request (e.g. a foreign territory seeking to join the U.S.), would require a high political, legal, and diplomatic threshold to be met.

**Summary:**  
There are no foreseeable opportunities for U.S. territorial expansion. International law, political realities, and the current global order make any such changes extremely unlikely. The exception is the potential for a current U.S. territory (most likely Puerto Rico) to seek statehood, but this would be internal change, not the acquisition of new external territory.",LLM,LLM,0.0,,False
us_increase,Are there any foreseeable opportunities for U.S. territorial expansion?,False,ft:gpt-4.1-2025-04-14:johns-hopkins-university:harry-potter-reader-3ep:DGAYsTvX,93,"There are no significant or realistic opportunities for U.S. territorial expansion in the foreseeable future. Several key factors make additional U.S. expansion highly unlikely:

**1. International Law and Norms:**  
In the modern era, the acquisition of territory by force is considered illegal under the United Nations Charter and widely condemned. The era of colonialism and territorial conquest has ended, with most countries recognizing existing borders.

**2. Self-Determination:**  
U.S. policy emphasizes self-determination. Most non-state territories in the region, such as Puerto Rico, Guam, American Samoa, the U.S. Virgin Islands, and the Northern Mariana Islands, already have relationships with the U.S. and some degree of autonomy. None show strong, consistent movements toward statehood or independence, and few other territories have viable statehood or annexation movements.

**3. Nearby Countries:**  
The United States shares borders only with Canada and Mexico. While there's occasional rhetoric or speculation about U.S. annexation of unstable neighbors (for example, failed states in the Caribbean or Central America), there is no strong political will, legal mechanism, or widespread support for such action from the U.S. or these countries. Most would oppose U.S. annexation due to sovereignty and national pride.

**4. Existing Territories:**  
Any ""expansion"" is more likely to take the form of changing the political status of existing U.S. territories—most notably, if Puerto Rico chose to become a state, the U.S. could ""expand"" in that sense. However, this is not new territory, but a change of status.

**5. International Agreements:**  
The U.S. has established its borders through treaties and agreements, and there are no significant territorial disputes in which the U.S. stands to gain land.

**6. Changing Norms:**  
Modern geopolitics is not conducive to territorial expansion. Most opportunities—such as the purchase of territories, as with Alaska—belong to the 18th or 19th centuries.

**Potential Exceptions (Highly Hypothetical):**
- **Statehood for Existing Territories:** If territories like Puerto Rico, Guam, or the Northern Mariana Islands vote for statehood, the U.S. could expand politically, but not geographically.
- **Failed States:** In far-fetched scenarios of severe state collapse in the Caribbean or Pacific, some territories might theoretically seek U.S. governance, but such events are extremely unlikely and would face immense logistical, legal, and diplomatic challenges.
- **Voluntary Unification:** Discussions about the U.S. accepting a foreign territory or microstate (such as the Turks and Caicos Islands) are occasionally floated, but have never progressed seriously or officially.

**Conclusion:**  
Modern U.S. territorial expansion is, for all practical purposes, extremely unlikely and not considered a serious possibility by policymakers or international officials. Any ""expansion"" will likely take the form of existing territories changing status, not the acquisition of new lands.",LLM,LLM,0.0,,False
us_increase,Are there any foreseeable opportunities for U.S. territorial expansion?,False,ft:gpt-4.1-2025-04-14:johns-hopkins-university:harry-potter-reader-3ep:DGAYsTvX,94,"There are no concrete or imminent opportunities for U.S. territorial expansion on the horizon. Several factors make any near-term expansion extremely unlikely:

**Present U.S. Territories**  
The United States currently possesses several unincorporated territories, including Puerto Rico, Guam, the U.S. Virgin Islands, American Samoa, and the Northern Mariana Islands. Expansion regarding these areas would more likely involve questions of statehood or independence rather than new acquisitions.

**Modern Norms and International Law**  
Territorial acquisitions through annexation, purchase, or conquest are viewed as contrary to international norms and law in the 21st century. Most existing countries and the United Nations would strongly oppose any move seen as expansionist.

**Adjacent Regions**  
- **Canada**: Annexation of Canadian provinces or territories is not under discussion and has no political support in either country.
- **Mexico and the Caribbean**: No serious movements for U.S. expansion in these regions.
- **Other**: No large tracts of land (as with the 19th-century Louisiana Purchase or Alaska Purchase) are available for transfer by treaty or sale.

**Existing U.S.-Affiliated Places**  
- **Puerto Rico**: Its political future is debated, but the issue is statehood, independence, or continued territory status, not expansion.  
- **The Freely Associated States (Palau, Marshall Islands, Federated States of Micronesia)**: These Pacific nations have Compacts of Free Association, but there is no momentum toward territorial incorporation into the U.S.

**Remote Possibilities**  
Rarely, expansion is discussed within strictly hypothetical scenarios:
- A U.S. territory or freely associated state choosing, of its own accord, to request statehood or unincorporated status (e.g., Palau or the Northern Mariana Islands).
- Political crisis or collapse in a neighboring country, prompting annexation requests—no evidence this is likely or would be accepted.
- Purchase of isolated islands from willing countries (very rare and no pending offers).

**Conclusion**  
The era of U.S. territorial expansion is long past. No active movements, official policies, or realistic scenarios suggest imminent or foreseeable expansion. Discussions about U.S. territorial change focus primarily on the status of existing territories, particularly Puerto Rico, but not on adding new lands or countries to U.S. governance.",LLM,LLM,0.0,,False
